rr,A_frequency,NS_frequency,CNAME_frequency,SOA_frequency,NULL_frequency,PTR_frequency,HINFO_frequency,MX_frequency,TXT_frequency,AAAA_frequency,SRV_frequency,OPT_frequency,rr_type,rr_count,rr_name_entropy,rr_name_length,distinct_ns,distinct_ip,unique_country,unique_asn,distinct_domains,reverse_dns,a_records,unique_ttl,ttl_mean,ttl_variance
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.8531245696740686,18,1,set(),{'DE'},{'AS24940'},{'88.198.28.40': {'www.dvg-gestalt.de'}},www299.your-server.de,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.4644886883770623,12,1,set(),{'US'},{'AS26496'},{'50.62.6.133': {'dxgalaxy.com'}},ip-50-62-6-133.ip.secureserver.net,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.7428740274271615,16,1,set(),{'US'},{'AS26496'},{'50.62.6.133': {'www.dxgalaxy.com'}},ip-50-62-6-133.ip.secureserver.net,0,"[128, 122]",125.0,9.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,1.7392553496497123,6,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.52105948563083,13,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.1460839936266076,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.807497957167389,17,1,set(),{'CH'},{'AS51776'},{'91.199.175.246': {'easycredit-bbl.de'}},unknown,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.012455290456256,21,0,set(),set(),set(),{},unknown,0,"[128, 128]",128.0,0.0
0.0,0,0,0,0,0,1,0,0,0,0,0,0,{'PTR'},0,2.745693731725641,16,0,set(),set(),set(),{},unknown,0,[255],255.0,0.0
0.0,0,0,0,0,0,1,0,0,0,0,0,0,{'PTR'},0,2.99104745645694,21,0,set(),set(),set(),{},unknown,0,[255],255.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.1727293730754655,9,1,set(),{'US'},{'AS15169'},{'34.89.135.24': {'eatbu.com'}},24.135.89.34.bc.googleusercontent.com,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,11,0,0,0,0,0,0,{'PTR'},0,3.1027305903801015,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,0.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.4671609940086943,12,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.7447350487571147,16,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.6074353028991304,14,1,set(),{'US'},{'AS13335'},{'172.64.86.151': {'edels-stube.eu'}},unknown,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.2224634371756076,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.466108556768384,12,1,set(),{'NL'},{'AS204601'},{'185.92.148.14': {'edmboost.org'}},vm831271.had.su,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.3784106337132394,11,1,set(),{'FR'},{'AS16276'},{'51.79.78.181': {'edmfull.com'}},caprm30.fastcpanelserver.com,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.146318644908785,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.819922875148806,17,1,set(),{'US'},{'AS15169'},{'35.198.117.80': {'einfachflirts.com'}},80.117.198.35.bc.googleusercontent.com,0,"[128, 122]",125.0,9.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.022814414226831,21,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,3.116823826924447,23,0,set(),set(),set(),{},unknown,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.466763113913806,12,1,set(),{'DE'},{'AS24940'},{'213.133.121.12': {'einstieg.com'}},dedi3262.your-server.de,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.7445481776922342,16,1,set(),{'DE'},{'AS24940'},{'213.133.121.12': {'www.einstieg.com'}},dedi3262.your-server.de,0,"[128, 122]",125.0,9.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.4480884240783873,12,1,set(),{'RU'},{'AS198610'},{'87.236.16.15': {'eko-group.ru'}},ssl.callisto.beget.com,0,"[128, 128, 122, 122]",125.0,9.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.9315087253055356,19,1,set(),{'US'},{'AS15169'},{'35.214.251.212': {'ekologickaznamka.cz'}},212.251.214.35.bc.googleusercontent.com,0,"[128, 128, 122, 122]",125.0,9.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.1858087205453125,26,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.1148364529083894,23,0,set(),set(),set(),{},unknown,0,"[128, 128]",128.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.6929955949630795,15,1,set(),{'US'},{'AS16509'},{'52.28.137.111': {'electrogiant.de'}},ec2-52-28-137-111.eu-central-1.compute.amazonaws.com,0,"[128, 122]",125.0,9.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.9204137920516278,19,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
0.0,0,0,0,0,0,9,0,0,0,0,0,0,{'PTR'},0,3.1027305903801015,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,0.0
0.0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.1858087205453125,26,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1.0,0.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.248010320095105,26,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.351771722397145,29,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.2804480820563677,10,1,set(),{'DE'},{'AS44066'},{'31.172.86.82': {'elpotec.eu'}},shop035.jtl-hosting.de,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,0,0,0,0,0,0,0,{None},0,2.6890190083372705,15,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,1.9141318967315466,7,1,set(),{'DE'},{'AS6724'},{'81.169.145.64': {'else.tv'}},w00.rzone.de,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.9330642369293494,19,1,set(),{'US'},{'AS13335'},{'172.64.88.151': {'emmikochteinfach.de'}},unknown,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,6,0,0,0,0,0,0,{'PTR'},0,3.222242925227738,27,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1]",1.0,0.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.984143589560205,20,1,set(),{'TR'},{'AS42926'},{'89.252.184.188': {'englishlearnsite.com'}},188xgpt5c.guzel.net.tr,0,"[128, 128, 122, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.1588631236027362,24,0,set(),set(),set(),{},unknown,0,"[128, 128]",128.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.919874690583707,19,1,set(),{'DE'},{'AS8972'},{'134.119.62.218': {'erfurt-tourismus.de'}},unknown,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.223293925258567,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,3.1051961789691642,23,0,set(),set(),set(),{},unknown,0,"[128, 122]",125.0,9.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.6100613253366545,14,1,set(),{'CH'},{'AS35206'},{'46.232.179.141': {'erika-akire.ch'}},server3.ahja.ch,0,"[128, 128, 122, 122]",125.0,9.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.2224634371756076,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.8760159205065063,18,1,set(),{'DE'},{'AS8560'},{'87.106.72.197': {'ersatzteilblitz.de'}},s15247730.onlinehome-server.info,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,3.0688932887814455,22,0,set(),set(),set(),{},unknown,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.3773712968481093,11,1,set(),{'NL'},{'AS42567'},{'185.94.236.49': {'ersties.com'}},erstiesweb3.ersties.com,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.1460839936266076,25,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1.0,0.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.4511155141790586,12,1,set(),{'DE'},{'AS3320'},{'46.93.241.18': {'es-pahlen.de'}},p2e5df112.dip0.t-ipconnect.de,0,"[128, 128, 122, 122]",125.0,9.0
0.0,0,0,0,0,0,7,0,0,0,0,0,0,{'PTR'},0,3.1027305903801015,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1, 1]",1.0,0.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.3783582207506946,11,1,set(),{'DE'},{'AS15817'},{'31.220.121.24': {'eschborn.de'}},unknown,0,"[128, 128, 122, 122]",125.0,9.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.6781891169020557,15,1,set(),{'DE'},{'AS15817'},{'31.220.121.24': {'www.eschborn.de'}},unknown,0,"[128, 128, 122, 122]",125.0,9.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.5475620736789115,13,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.6919382798822347,15,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.973617816279001,20,1,set(),{'DE'},{'AS43503'},{'91.203.200.42': {'eu-baustoffhandel.de'}},unknown,0,"[128, 128, 122, 122]",125.0,9.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.2224742933352593,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,3.1498799602215612,24,0,set(),set(),set(),{},unknown,0,"[128, 128, 122, 122]",125.0,9.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.223293925258567,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.6226254085774214,14,1,set(),{'DE'},{'AS3320'},{'194.25.144.246': {'eurojackpot.de'}},a10-vip-ejpde.westlotto.de,0,"[128, 128, 122, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.864810769069553,18,0,set(),set(),set(),{},unknown,0,"[128, 128]",128.0,0.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.2224634371756076,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.973292394900696,20,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.376646219342106,11,1,set(),{'DE'},{'AS45012'},{'109.237.140.34': {'evatarot.de'}},alfa3020.alfahosting-server.de,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.6770540521071124,15,1,set(),{'DE'},{'AS45012'},{'109.237.140.34': {'www.evatarot.de'}},alfa3020.alfahosting-server.de,0,"[128, 122]",125.0,9.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.3856206910785054,30,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.146318644908785,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.5466906803201144,13,1,set(),{'DE'},{'AS34788'},{'91.234.216.72': {'extratipp.com'}},unknown,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.8057461318751304,17,1,set(),{'DE'},{'AS34788'},{'91.234.216.72': {'www.extratipp.com'}},unknown,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,7,0,0,0,0,0,0,{'PTR'},0,3.1027305903801015,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1, 1]",1.0,0.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.1460839936266076,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.6219333414208026,14,1,set(),{'US'},{'AS13335'},{'172.64.82.89': {'extremnews.com'}},unknown,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.864309655405609,18,1,set(),{'US'},{'AS13335'},{'172.64.90.221': {'www.extremnews.com'}},unknown,0,"[128, 122]",125.0,9.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.3757892270611665,11,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.4499866545152678,12,1,set(),{'US'},{'AS13335'},{'172.64.82.150': {'f1streams.tv'}},unknown,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,6,0,0,0,0,0,0,{'PTR'},0,3.1858087205453125,26,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.3611287469325277,11,1,set(),{'DE'},{'AS9063'},{'212.88.144.12': {'factor-a.de'}},sls.hpress.de,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.6647415972110915,15,1,set(),{'DE'},{'AS9063'},{'212.88.144.12': {'www.factor-a.de'}},sls.hpress.de,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.7583019649164626,16,1,set(),{'DE'},{'AS47215'},{'141.101.36.6': {'fahrschulcard.de'}},141-101-36-6.cloud.de-punkt.de,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.9741404047854987,20,1,set(),{'DE'},{'AS47215'},{'141.101.36.6': {'app.fahrschulcard.de'}},141-101-36-6.cloud.de-punkt.de,0,"[128, 122]",125.0,9.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,3.023056937606693,21,0,set(),set(),set(),{},unknown,0,"[128, 128, 122, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.5471989923049794,13,1,set(),{'US'},{'AS13335'},{'172.64.90.43': {'fakewhats.com'}},unknown,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.806058538744235,17,1,set(),{'US'},{'AS13335'},{'172.64.82.221': {'www.fakewhats.com'}},unknown,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,1.9189902320983758,7,1,set(),{'DE'},{'AS40988'},{'193.239.18.100': {'falk.de'}},www.falk.de,0,"[128, 122]",125.0,9.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.3587161059878183,11,1,set(),{'DE'},{'AS40988'},{'193.239.18.100': {'www.falk.de'}},www.falk.de,0,"[128, 128, 122, 122]",125.0,9.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.281893521026574,10,1,set(),{'FR'},{'AS16276'},{'46.105.123.93': {'fancing.ir'}},ns384447.ip-46-105-123.eu,0,"[128, 128, 122, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.2821117988675024,10,1,set(),{'US'},{'AS16625'},{'104.65.52.43': {'fansale.de'}},a104-65-52-43.deploy.static.akamaitechnologies.com,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.6075309355196827,14,1,set(),{'US'},{'AS16625'},{'104.104.125.44': {'www.fansale.de'}},a104-104-125-44.deploy.static.akamaitechnologies.com,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.223293925258567,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
0.0,0,0,0,0,0,9,0,0,0,0,0,0,{'PTR'},0,3.1027305903801015,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,0.0
0.0,0,0,0,0,0,6,0,0,0,0,0,0,{'PTR'},0,3.2224634371756076,27,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1]",1.0,0.0
0.0,0,0,0,0,0,0,0,0,0,0,0,0,{None},0,3.464532745413613,32,0,set(),set(),set(),{},unknown,0,"[128, 128, 128]",128.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.6213760040277885,14,1,set(),{'DE'},{'AS24940'},{'46.4.87.149': {'fantasywelt.de'}},fantasywelt2.timmeserver.de,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.863857214954658,18,1,set(),{'DE'},{'AS24940'},{'46.4.87.149': {'www.fantasywelt.de'}},fantasywelt2.timmeserver.de,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.222242925227738,27,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.4662009328958687,12,1,set(),{'US'},{'AS54113'},{'151.101.126.114': {'faqtoids.com'}},unknown,0,"[128, 122]",125.0,9.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.7441383978058655,16,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
0.0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.223293925258567,27,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1.0,0.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,1.9172037683118606,7,1,set(),{'DE'},{'AS29014'},{'81.28.234.220': {'faro.de'}},unknown,0,"[128, 128, 122, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.377577761178689,11,1,set(),{'US'},{'AS46606'},{'162.241.24.143': {'fastepo.com'}},box5877.bluehost.com,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.8205584638714076,17,1,set(),{'DE'},{'AS24940'},{'94.130.165.214': {'feedbackschule.de'}},static.214.165.130.94.clients.your-server.de,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.9744665651657227,20,1,set(),{'DE'},{'AS6724'},{'81.169.145.93': {'wp.feedbackschule.de'}},w8d.rzone.de,0,"[128, 122]",125.0,9.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.4493204914949342,12,1,set(),{'RU'},{'AS197695'},{'31.31.192.74': {'feng-shui.ua'}},feng-shui.ua,0,"[128, 128, 122, 122]",125.0,9.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.384705222402821,30,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.5050635268707713,34,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.7463634566181816,16,1,set(),{'DE'},{'AS680'},{'132.176.114.181': {'fernuni-hagen.de'}},cl-www.fernuni-hagen.de,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.1460839936266076,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.663554377859878,15,1,set(),{'CY'},{'AS204343'},{'193.109.246.49': {'ferr-um.ucoz.ru'}},dev.ucoz.net,0,"[128, 122]",125.0,9.0
0.0,0,0,0,0,0,7,0,0,0,0,0,0,{'PTR'},0,3.1027305903801015,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1, 1]",1.0,0.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.931524482869215,19,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
0.0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.146318644908785,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1.0,0.0
1.0,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.114882781156129,23,0,set(),set(),set(),{},unknown,0,[128],128.0,0.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.378220367810103,11,1,set(),{'DE'},{'AS31103'},{'87.118.81.184': {'fibucom.com'}},server901.dmsolutionsonline.de,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,3.0327789519540693,21,0,set(),set(),set(),{},unknown,0,"[128, 122]",125.0,9.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.4652772640587233,12,1,set(),{'DE'},{'AS34788'},{'85.13.139.201': {'filizity.com'}},dd19508.kasserver.com,0,"[128, 128, 122, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.7435032569763136,16,1,set(),{'DE'},{'AS34788'},{'85.13.139.201': {'www.filizity.com'}},dd19508.kasserver.com,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.8082933651574855,17,1,set(),{'US'},{'AS13335'},{'172.64.91.7': {'filme-onlines.com'}},unknown,0,"[128, 122]",125.0,9.0
4.0,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.820150542343139,17,1,set(),{'RO'},{'AS5606'},{'89.40.16.111': {'filmeserialehd.ro'}},mxhost.ro.16.40.89.in-addr.arpa,0,"[128, 128, 122, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.379596681429127,11,1,set(),{'CH'},{'AS47302'},{'149.126.1.56': {'findmind.ch'}},vss-losivi.cyon.net,0,"[128, 122]",125.0,9.0
2.0,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.3778431365375625,11,1,set(),{'US'},{'AS16509'},{'52.29.149.157': {'findwoo.com'}},ec2-52-29-149-157.eu-central-1.compute.amazonaws.com,0,"[128, 122]",125.0,9.0
